ano,pais,quantidade_exportacao,valor_exportacao,valor_exportacao_por_litro,producao_brasileira,percentual_exportacao
2010,Sao Tome e Principe,0,0,0.0,220073693,0.0
2010,Sao Vicente e Granadinas,0,0,0.0,220073693,0.0
2010,Senegal,0,0,0.0,220073693,0.0
2010,Serra Leoa,0,0,0.0,220073693,0.0
2010,Singapura,0,0,0.0,220073693,0.0
2010,Suazilandia,0,0,0.0,220073693,0.0
2010,Suecia,0,0,0.0,220073693,0.0
2010,Suica,2025,21600,10.67,220073693,0.0009201463257128147
2010,Suriname,1836,1269,0.69,220073693,0.0008342660019796188
2010,Tailandia,0,0,0.0,220073693,0.0
2010,Taiwan,0,0,0.0,220073693,0.0
2010,Tanzania,0,0,0.0,220073693,0.0
2010,Republica Tcheca,1091,5285,4.84,220073693,0.000495743032766756
2010,Togo,0,0,0.0,220073693,0.0
2010,Trindade e Tobago,0,0,0.0,220073693,0.0
2010,Tunisia,0,0,0.0,220073693,0.0
2010,Turquia,0,0,0.0,220073693,0.0
2010,Tuvalu,0,0,0.0,220073693,0.0
2010,Uruguai,914,2929,3.2,220073693,0.00041531542800074696
2010,Vanuatu,0,0,0.0,220073693,0.0
2010,Venezuela,0,0,0.0,220073693,0.0
2010,Vietna,8820,9977,1.13,220073693,0.004007748440882483
2011,Afeganistao,0,0,0.0,305439220,0.0
2011,Africa do Sul,0,0,0.0,305439220,0.0
2011,Alemanha,36070,144150,4.0,305439220,0.01180922345205046
2011,Angola,13889,69001,4.97,305439220,0.004547222193665895
2011,Anguilla,0,0,0.0,305439220,0.0
2011,Antigua e Barbuda,0,0,0.0,305439220,0.0
2011,Antilhas Holandesas,7335,10188,1.39,305439220,0.0024014597732406467
2011,Argentina,13253,55460,4.18,305439220,0.0043389974607714096
2011,Aruba,900,1680,1.87,305439220,0.0002946576408884229
2011,Australia,3632,40704,11.21,305439220,0.001189107279674169
2011,Austria,0,0,0.0,305439220,0.0
2011,Bahamas,4529,28810,6.36,305439220,0.0014827827284262971
2011,Bangladesh,0,0,0.0,305439220,0.0
2011,Barbados,0,0,0.0,305439220,0.0
2011,Barein,0,0,0.0,305439220,0.0
2011,Belgica,11802,62339,5.28,305439220,0.003863943864183519
2011,Belize,0,0,0.0,305439220,0.0
2011,Benin,0,0,0.0,305439220,0.0
2011,Bolivia,12775,20215,1.58,305439220,0.00418250151372178
2011,Bosnia-Herzegovina,0,0,0.0,305439220,0.0
2011,Brasil,0,0,0.0,305439220,0.0
2011,Bulgaria,0,0,0.0,305439220,0.0
2011,Cabo Verde,600,825,1.38,305439220,0.0001964384272589486
2011,Camaroes,0,0,0.0,305439220,0.0
2011,Canada,28906,128076,4.43,305439220,0.009463748630578613
2011,Catar,0,0,0.0,305439220,0.0
2011,Ilhas Cayman,0,0,0.0,305439220,0.0
2011,Chile,0,0,0.0,305439220,0.0
2011,China,54156,334867,6.18,305439220,0.017730532444392703
2011,Chipre,0,0,0.0,305439220,0.0
2011,Cingapura,911,3317,3.64,305439220,0.000298259012054837
2011,Colombia,0,0,0.0,305439220,0.0
2011,Comores,0,0,0.0,305439220,0.0
2011,Congo,360,570,1.58,305439220,0.00011786305635536918
2011,Coreia do Sul,0,0,0.0,305439220,0.0
2011,Costa do Marfim,0,0,0.0,305439220,0.0
2011,Costa Rica,0,0,0.0,305439220,0.0
2011,Croacia,0,0,0.0,305439220,0.0
2011,Cuba,2880,4899,1.7,305439220,0.0009429044508429534
2011,Curacao,0,0,0.0,305439220,0.0
2011,Dinamarca,32797,83057,2.53,305439220,0.010737651831352895
2011,Dominica,0,0,0.0,305439220,0.0
2011,El Salvador,0,0,0.0,305439220,0.0
2011,Emirados Arabes Unidos,2120,6594,3.11,305439220,0.0006940824429816185
2011,Equador,0,0,0.0,305439220,0.0
2011,Eslovaquia,0,0,0.0,305439220,0.0
2011,Espanha,5206,24618,4.73,305439220,0.001704430753850144
2011,Estados Unidos,306787,1030254,3.36,305439220,0.10044125963915179
2011,Estonia,450,5336,11.86,305439220,0.00014732882044421144
2011,Filipinas,0,0,0.0,305439220,0.0
2011,Finlandia,12404,50394,4.06,305439220,0.004061037086199998
2011,Franca,0,0,0.0,305439220,0.0
2011,Gana,0,0,0.0,305439220,0.0
2011,Gibraltar,0,0,0.0,305439220,0.0
2011,Grecia,0,0,0.0,305439220,0.0
2011,Guatemala,0,0,0.0,305439220,0.0
2011,Guiana,0,0,0.0,305439220,0.0
2011,Guiana Francesa,0,0,0.0,305439220,0.0
2011,Guine-Bissau,0,0,0.0,305439220,0.0
2011,Guine Equatorial,956,1979,2.07,305439220,0.0003129918940992581
2011,Haiti,0,0,0.0,305439220,0.0
2011,Honduras,0,0,0.0,305439220,0.0
2011,Hong Kong,2063,7975,3.87,305439220,0.0006754207923920184
2011,Hungria,0,0,0.0,305439220,0.0
2011,Ilha de Man,0,0,0.0,305439220,0.0
2011,Ilhas Virgens,0,0,0.0,305439220,0.0
2011,India,0,0,0.0,305439220,0.0
2011,Indonesia,0,0,0.0,305439220,0.0
2011,Ira,0,0,0.0,305439220,0.0
2011,Iraque,0,0,0.0,305439220,0.0
2011,Irlanda,5376,35690,6.64,305439220,0.0017600883082401794
2011,Italia,11999,80298,6.69,305439220,0.003928441147800207
2011,Jamaica,0,0,0.0,305439220,0.0
2011,Japao,100835,144662,1.43,305439220,0.03301311468776014
2011,Jordania,0,0,0.0,305439220,0.0
2011,Letonia,0,0,0.0,305439220,0.0
2011,Libano,0,0,0.0,305439220,0.0
2011,Liberia,0,0,0.0,305439220,0.0
2011,Luxemburgo,9547,65592,6.87,305439220,0.0031256627750686373
2011,Malasia,0,0,0.0,305439220,0.0
2011,Malta,0,0,0.0,305439220,0.0
2011,Ilhas Marshall,0,0,0.0,305439220,0.0
2011,Mauritania,0,0,0.0,305439220,0.0
2011,Mexico,1350,7200,5.33,305439220,0.0004419864613326343
2011,Montenegro,0,0,0.0,305439220,0.0
2011,Namibia,0,0,0.0,305439220,0.0
2011,Nicaragua,0,0,0.0,305439220,0.0
2011,Nigeria,54,210,3.89,305439220,1.7679458453305376e-05
2011,Noruega,10268,78688,7.66,305439220,0.0033617162851581404
2011,Nova Caledonia,0,0,0.0,305439220,0.0
2011,Nova Zelandia,2587,7992,3.09,305439220,0.0008469770188648335
2011,Holanda,125414,395356,3.15,305439220,0.04106021486042297
2011,Panama,0,0,0.0,305439220,0.0
2011,Paraguai,240168,276281,1.15,305439220,0.07863037366321195
2011,Peru,0,0,0.0,305439220,0.0
2011,Polonia,11732,50684,4.32,305439220,0.003841026047669975
2011,Porto Rico,0,0,0.0,305439220,0.0
2011,Portugal,95,1031,10.85,305439220,3.110275098266686e-05
2011,Quenia,0,0,0.0,305439220,0.0
2011,Reino Unido,122629,285642,2.33,305439220,0.04014841316056268
2011,Republica Dominicana,0,0,0.0,305439220,0.0
2011,Russia,0,0,0.0,305439220,0.0
2011,Sao Tome e Principe,0,0,0.0,305439220,0.0
2011,Sao Vicente e Granadinas,0,0,0.0,305439220,0.0
2011,Senegal,0,0,0.0,305439220,0.0
2011,Serra Leoa,0,0,0.0,305439220,0.0
2011,Singapura,0,0,0.0,305439220,0.0
2011,Suazilandia,0,0,0.0,305439220,0.0
2011,Suecia,1641,14476,8.82,305439220,0.0005372590985532244
2011,Suica,0,0,0.0,305439220,0.0
2011,Suriname,3774,3735,0.99,305439220,0.0012355977074587866
2011,Tailandia,0,0,0.0,305439220,0.0
2011,Taiwan,4500,10600,2.36,305439220,0.0014732882044421146
2011,Tanzania,0,0,0.0,305439220,0.0
2011,Republica Tcheca,6846,37271,5.44,305439220,0.0022413624550246037
2011,Togo,0,0,0.0,305439220,0.0
2011,Trindade e Tobago,0,0,0.0,305439220,0.0
2011,Tunisia,0,0,0.0,305439220,0.0
2011,Turquia,0,0,0.0,305439220,0.0
2011,Tuvalu,0,0,0.0,305439220,0.0
2011,Uruguai,1238,4404,3.56,305439220,0.000405317954910964
2011,Vanuatu,0,0,0.0,305439220,0.0
2011,Venezuela,0,0,0.0,305439220,0.0
2011,Vietna,0,0,0.0,305439220,0.0
2012,Afeganistao,0,0,0.0,257977767,0.0
2012,Africa do Sul,0,0,0.0,257977767,0.0
2012,Alemanha,8189,56342,6.88,257977767,0.003174304551601146
2012,Angola,2833,8861,3.13,257977767,0.0010981566485145984
2012,Anguilla,0,0,0.0,257977767,0.0
2012,Antigua e Barbuda,0,0,0.0,257977767,0.0
2012,Antilhas Holandesas,9247,14081,1.52,257977767,0.0035844174122183175
2012,Argentina,0,0,0.0,257977767,0.0
2012,Aruba,0,0,0.0,257977767,0.0
2012,Australia,9345,56045,6.0,257977767,0.003622405181916316
2012,Austria,0,0,0.0,257977767,0.0
2012,Bahamas,1374,12087,8.8,257977767,0.0005326040363780652
2012,Bangladesh,0,0,0.0,257977767,0.0
2012,Barbados,0,0,0.0,257977767,0.0
2012,Barein,0,0,0.0,257977767,0.0
2012,Belgica,16132,90718,5.62,257977767,0.006253252048654254
2012,Belize,0,0,0.0,257977767,0.0
2012,Benin,0,0,0.0,257977767,0.0
2012,Bolivia,11868,16804,1.42,257977767,0.004600396436488265
2012,Bosnia-Herzegovina,0,0,0.0,257977767,0.0
2012,Brasil,0,0,0.0,257977767,0.0
2012,Bulgaria,0,0,0.0,257977767,0.0
2012,Cabo Verde,0,0,0.0,257977767,0.0
2012,Camaroes,0,0,0.0,257977767,0.0
2012,Canada,14304,146035,10.21,257977767,0.005544663854695665
2012,Catar,0,0,0.0,257977767,0.0
2012,Ilhas Cayman,0,0,0.0,257977767,0.0
2012,Chile,8550,15438,1.81,257977767,0.003314239090998877
2012,China,87905,642177,7.31,257977767,0.0340746417888019
2012,Chipre,0,0,0.0,257977767,0.0
2012,Cingapura,1212,5310,4.38,257977767,0.0004698079272854548
2012,Colombia,0,0,0.0,257977767,0.0
2012,Comores,0,0,0.0,257977767,0.0
2012,Congo,0,0,0.0,257977767,0.0
2012,Coreia do Sul,0,0,0.0,257977767,0.0
2012,Costa do Marfim,0,0,0.0,257977767,0.0
2012,Costa Rica,0,0,0.0,257977767,0.0
2012,Croacia,0,0,0.0,257977767,0.0
2012,Cuba,0,0,0.0,257977767,0.0
2012,Curacao,0,0,0.0,257977767,0.0
2012,Dinamarca,4716,23802,5.05,257977767,0.001828064509140433
2012,Dominica,0,0,0.0,257977767,0.0
2012,El Salvador,0,0,0.0,257977767,0.0
2012,Emirados Arabes Unidos,675,3300,4.89,257977767,0.0002616504545525429
2012,Equador,0,0,0.0,257977767,0.0
2012,Eslovaquia,0,0,0.0,257977767,0.0
2012,Espanha,0,0,0.0,257977767,0.0
2012,Estados Unidos,146585,303986,2.07,257977767,0.0568207879712363
2012,Estonia,3321,19384,5.84,257977767,0.001287320236398511
2012,Filipinas,0,0,0.0,257977767,0.0
2012,Finlandia,17100,67959,3.97,257977767,0.006628478181997754
2012,Franca,195604,185791,0.95,257977767,0.07582203779599349
2012,Gana,0,0,0.0,257977767,0.0
2012,Gibraltar,0,0,0.0,257977767,0.0
2012,Grecia,0,0,0.0,257977767,0.0
2012,Guatemala,0,0,0.0,257977767,0.0
2012,Guiana,0,0,0.0,257977767,0.0
2012,Guiana Francesa,0,0,0.0,257977767,0.0
2012,Guine-Bissau,0,0,0.0,257977767,0.0
2012,Guine Equatorial,819,2530,3.09,257977767,0.0003174692181904187
2012,Haiti,0,0,0.0,257977767,0.0
2012,Honduras,0,0,0.0,257977767,0.0
2012,Hong Kong,1609,7653,4.76,257977767,0.0006236971575926541
2012,Hungria,0,0,0.0,257977767,0.0
2012,Ilha de Man,0,0,0.0,257977767,0.0
2012,Ilhas Virgens,0,0,0.0,257977767,0.0
2012,India,0,0,0.0,257977767,0.0
2012,Indonesia,0,0,0.0,257977767,0.0
2012,Ira,0,0,0.0,257977767,0.0
2012,Iraque,0,0,0.0,257977767,0.0
2012,Irlanda,0,0,0.0,257977767,0.0
2012,Italia,792,5622,7.1,257977767,0.000307003200008317
2012,Jamaica,0,0,0.0,257977767,0.0
2012,Japao,29281,116961,3.99,257977767,0.01135020290333779
2012,Jordania,0,0,0.0,257977767,0.0
2012,Letonia,0,0,0.0,257977767,0.0
2012,Libano,0,0,0.0,257977767,0.0
2012,Liberia,0,0,0.0,257977767,0.0
2012,Luxemburgo,2444,16547,6.77,257977767,0.0009473684606317256
2012,Malasia,0,0,0.0,257977767,0.0
2012,Malta,0,0,0.0,257977767,0.0
2012,Ilhas Marshall,0,0,0.0,257977767,0.0
2012,Mauritania,0,0,0.0,257977767,0.0
2012,Mexico,0,0,0.0,257977767,0.0
2012,Montenegro,0,0,0.0,257977767,0.0
2012,Namibia,0,0,0.0,257977767,0.0
2012,Nicaragua,0,0,0.0,257977767,0.0
2012,Nigeria,6449,10196,1.58,257977767,0.0024998278243101467
2012,Noruega,5104,31515,6.17,257977767,0.001978465066720265
2012,Nova Caledonia,0,0,0.0,257977767,0.0
2012,Nova Zelandia,2364,8817,3.73,257977767,0.0009163580363884614
2012,Holanda,134879,539641,4.0,257977767,0.05228318764384064
2012,Panama,39,2262,58.0,257977767,1.5117581818591369e-05
2012,Paraguai,354824,428279,1.21,257977767,0.13754053464615035
2012,Peru,0,0,0.0,257977767,0.0
2012,Polonia,21663,89158,4.12,257977767,0.008397235254772943
2012,Porto Rico,0,0,0.0,257977767,0.0
2012,Portugal,47172,47022,1.0,257977767,0.01828529665504082
2012,Quenia,94,458,4.87,257977767,3.6437248485835603e-05
2012,Reino Unido,82937,334856,4.04,257977767,0.03214889444329518
2012,Republica Dominicana,0,0,0.0,257977767,0.0
2012,Russia,4528176,2103968,0.46,257977767,1.7552582351020969
2012,Sao Tome e Principe,0,0,0.0,257977767,0.0
2012,Sao Vicente e Granadinas,0,0,0.0,257977767,0.0
2012,Senegal,0,0,0.0,257977767,0.0
2012,Serra Leoa,0,0,0.0,257977767,0.0
2012,Singapura,0,0,0.0,257977767,0.0
2012,Suazilandia,0,0,0.0,257977767,0.0
2012,Suecia,2705,17280,6.39,257977767,0.0010485399697253755
2012,Suica,4014,47240,11.77,257977767,0.0015559480364057885
2012,Suriname,396,1288,3.25,257977767,0.0001535016000041585
2012,Tailandia,0,0,0.0,257977767,0.0
2012,Taiwan,0,0,0.0,257977767,0.0
2012,Tanzania,0,0,0.0,257977767,0.0
2012,Republica Tcheca,7960,27789,3.49,257977767,0.003085537212204802
2012,Togo,0,0,0.0,257977767,0.0
2012,Trindade e Tobago,531,2720,5.12,257977767,0.00020583169091466707
2012,Tunisia,0,0,0.0,257977767,0.0
2012,Turquia,0,0,0.0,257977767,0.0
2012,Tuvalu,0,0,0.0,257977767,0.0
2012,Uruguai,1135,3879,3.42,257977767,0.00043996039395131285
2012,Vanuatu,0,0,0.0,257977767,0.0
2012,Venezuela,1029,7492,7.28,257977767,0.0003988715818289876
2012,Vietna,0,0,0.0,257977767,0.0
2013,Afeganistao,0,0,0.0,242686752,0.0
2013,Africa do Sul,0,0,0.0,242686752,0.0
2013,Alemanha,61699,265978,4.31,242686752,0.025423307820280197
2013,Angola,1573,9300,5.91,242686752,0.0006481606379568671
2013,Anguilla,0,0,0.0,242686752,0.0
2013,Antigua e Barbuda,0,0,0.0,242686752,0.0
2013,Antilhas Holandesas,11281,19565,1.73,242686752,0.0046483789935101195
2013,Argentina,0,0,0.0,242686752,0.0
2013,Aruba,0,0,0.0,242686752,0.0
2013,Australia,16707,101715,6.09,242686752,0.006884182948725607
2013,Austria,0,0,0.0,242686752,0.0
2013,Bahamas,581,5145,8.86,242686752,0.00023940326169926242
2013,Bangladesh,0,0,0.0,242686752,0.0
2013,Barbados,0,0,0.0,242686752,0.0
2013,Barein,0,0,0.0,242686752,0.0
2013,Belgica,22461,95893,4.27,242686752,0.009255140552542397
2013,Belize,0,0,0.0,242686752,0.0
2013,Benin,0,0,0.0,242686752,0.0
2013,Bolivia,19147,25998,1.36,242686752,0.007889594237101167
2013,Bosnia-Herzegovina,0,0,0.0,242686752,0.0
2013,Brasil,0,0,0.0,242686752,0.0
2013,Bulgaria,0,0,0.0,242686752,0.0
2013,Cabo Verde,0,0,0.0,242686752,0.0
2013,Camaroes,0,0,0.0,242686752,0.0
2013,Canada,25329,174643,6.89,242686752,0.010436910870190393
2013,Catar,0,0,0.0,242686752,0.0
2013,Ilhas Cayman,0,0,0.0,242686752,0.0
2013,Chile,0,0,0.0,242686752,0.0
2013,China,40929,279956,6.84,242686752,0.016864950254886595
2013,Chipre,0,0,0.0,242686752,0.0
2013,Cingapura,766,5779,7.54,242686752,0.000315633215940852
2013,Colombia,8,30,3.75,242686752,3.296430453690361e-06
2013,Comores,0,0,0.0,242686752,0.0
2013,Congo,0,0,0.0,242686752,0.0
2013,Coreia do Sul,0,0,0.0,242686752,0.0
2013,Costa do Marfim,0,0,0.0,242686752,0.0
2013,Costa Rica,0,0,0.0,242686752,0.0
2013,Croacia,0,0,0.0,242686752,0.0
2013,Cuba,0,0,0.0,242686752,0.0
2013,Curacao,0,0,0.0,242686752,0.0
2013,Dinamarca,17892,101915,5.7,242686752,0.007372466709678492
2013,Dominica,0,0,0.0,242686752,0.0
2013,El Salvador,0,0,0.0,242686752,0.0
2013,Emirados Arabes Unidos,0,0,0.0,242686752,0.0
2013,Equador,0,0,0.0,242686752,0.0
2013,Eslovaquia,0,0,0.0,242686752,0.0
2013,Espanha,1972980,3748940,1.9,242686752,0.8129739195652509
2013,Estados Unidos,245368,786556,3.21,242686752,0.10110481844513705
2013,Estonia,0,0,0.0,242686752,0.0
2013,Filipinas,0,0,0.0,242686752,0.0
2013,Finlandia,36682,283114,7.72,242686752,0.015114957737783725
2013,Franca,6885,42256,6.14,242686752,0.0028369904592072666
2013,Gana,0,0,0.0,242686752,0.0
2013,Gibraltar,0,0,0.0,242686752,0.0
2013,Grecia,0,0,0.0,242686752,0.0
2013,Guatemala,0,0,0.0,242686752,0.0
2013,Guiana,0,0,0.0,242686752,0.0
2013,Guiana Francesa,0,0,0.0,242686752,0.0
2013,Guine-Bissau,0,0,0.0,242686752,0.0
2013,Guine Equatorial,1108,5336,4.82,242686752,0.00045655561783611493
2013,Haiti,0,0,0.0,242686752,0.0
2013,Honduras,0,0,0.0,242686752,0.0
2013,Hong Kong,16013,61224,3.82,242686752,0.006598217606867967
2013,Hungria,0,0,0.0,242686752,0.0
2013,Ilha de Man,0,0,0.0,242686752,0.0
2013,Ilhas Virgens,0,0,0.0,242686752,0.0
2013,India,0,0,0.0,242686752,0.0
2013,Indonesia,0,0,0.0,242686752,0.0
2013,Ira,0,0,0.0,242686752,0.0
2013,Iraque,0,0,0.0,242686752,0.0
2013,Irlanda,0,0,0.0,242686752,0.0
2013,Italia,1710,11967,7.0,242686752,0.0007046120094763146
2013,Jamaica,0,0,0.0,242686752,0.0
2013,Japao,91988,429088,4.66,242686752,0.03790400557175861
2013,Jordania,0,0,0.0,242686752,0.0
2013,Letonia,0,0,0.0,242686752,0.0
2013,Libano,0,0,0.0,242686752,0.0
2013,Liberia,0,0,0.0,242686752,0.0
2013,Luxemburgo,5135,29474,5.74,242686752,0.0021158962974625003
2013,Malasia,0,0,0.0,242686752,0.0
2013,Malta,0,0,0.0,242686752,0.0
2013,Ilhas Marshall,0,0,0.0,242686752,0.0
2013,Mauritania,0,0,0.0,242686752,0.0
2013,Mexico,0,0,0.0,242686752,0.0
2013,Montenegro,0,0,0.0,242686752,0.0
2013,Namibia,0,0,0.0,242686752,0.0
2013,Nicaragua,0,0,0.0,242686752,0.0
2013,Nigeria,1350,2245,1.66,242686752,0.0005562726390602483
2013,Noruega,2375,19008,8.0,242686752,0.000978627790939326
2013,Nova Caledonia,0,0,0.0,242686752,0.0
2013,Nova Zelandia,1004,4092,4.08,242686752,0.0004137020219381402
2013,Holanda,57792,255690,4.42,242686752,0.023813413597459164
2013,Panama,0,0,0.0,242686752,0.0
2013,Paraguai,481564,680828,1.41,242686752,0.1984302793751181
2013,Peru,0,0,0.0,242686752,0.0
2013,Polonia,19249,90960,4.73,242686752,0.007931623725385719
2013,Porto Rico,0,0,0.0,242686752,0.0
2013,Portugal,23810,17627,0.74,242686752,0.009811001137795936
2013,Quenia,6,4,0.67,242686752,2.4723228402677707e-06
2013,Reino Unido,59161,305005,5.16,242686752,0.024377515258846925
2013,Republica Dominicana,0,0,0.0,242686752,0.0
2013,Russia,5893291,14795694,2.51,242686752,2.4283529906074146
2013,Sao Tome e Principe,0,0,0.0,242686752,0.0
2013,Sao Vicente e Granadinas,0,0,0.0,242686752,0.0
2013,Senegal,0,0,0.0,242686752,0.0
2013,Serra Leoa,0,0,0.0,242686752,0.0
2013,Singapura,0,0,0.0,242686752,0.0
2013,Suazilandia,0,0,0.0,242686752,0.0
2013,Suecia,3195,20183,6.32,242686752,0.0013165119124425879
2013,Suica,2997,29785,9.94,242686752,0.0012349252587137512
2013,Suriname,1800,2960,1.64,242686752,0.0007416968520803311
2013,Tailandia,0,0,0.0,242686752,0.0
2013,Taiwan,0,0,0.0,242686752,0.0
2013,Tanzania,0,0,0.0,242686752,0.0
2013,Republica Tcheca,3697,23549,6.37,242686752,0.0015233629234116578
2013,Togo,0,0,0.0,242686752,0.0
2013,Trindade e Tobago,0,0,0.0,242686752,0.0
2013,Tunisia,0,0,0.0,242686752,0.0
2013,Turquia,0,0,0.0,242686752,0.0
2013,Tuvalu,0,0,0.0,242686752,0.0
2013,Uruguai,1526,13343,8.74,242686752,0.0006287941090414363
2013,Vanuatu,0,0,0.0,242686752,0.0
2013,Venezuela,0,0,0.0,242686752,0.0
2013,Vietna,0,0,0.0,242686752,0.0
2014,Afeganistao,0,0,0.0,234637437,0.0
2014,Africa do Sul,0,0,0.0,234637437,0.0
2014,Alemanha,213348,761653,3.57,234637437,0.09092666657452451
2014,Angola,12182,23124,1.9,234637437,0.005191839868247452
2014,Anguilla,0,0,0.0,234637437,0.0
2014,Antigua e Barbuda,0,0,0.0,234637437,0.0
2014,Antilhas Holandesas,4455,7169,1.61,234637437,0.0018986739954886228
2014,Argentina,20385,95130,4.67,234637437,0.008687871918750971
2014,Aruba,450,755,1.68,234637437,0.00019178525206955783
2014,Australia,6308,43709,6.93,234637437,0.0026884030445661574
2014,Austria,0,0,0.0,234637437,0.0
2014,Bahamas,0,0,0.0,234637437,0.0
2014,Bangladesh,0,0,0.0,234637437,0.0
2014,Barbados,0,0,0.0,234637437,0.0
2014,Barein,0,0,0.0,234637437,0.0
2014,Belgica,151320,704093,4.65,234637437,0.06449098742925666
2014,Belize,0,0,0.0,234637437,0.0
2014,Benin,0,0,0.0,234637437,0.0
2014,Bolivia,12534,18303,1.46,234637437,0.0053418585543107515
2014,Bosnia-Herzegovina,0,0,0.0,234637437,0.0
2014,Brasil,0,0,0.0,234637437,0.0
2014,Bulgaria,0,0,0.0,234637437,0.0
2014,Cabo Verde,0,0,0.0,234637437,0.0
2014,Camaroes,0,0,0.0,234637437,0.0
2014,Canada,35082,226875,6.47,234637437,0.014951578251342731
2014,Catar,0,0,0.0,234637437,0.0
2014,Ilhas Cayman,0,0,0.0,234637437,0.0
2014,Chile,0,0,0.0,234637437,0.0
2014,China,64040,455340,7.11,234637437,0.027293172316743303
2014,Chipre,0,0,0.0,234637437,0.0
2014,Cingapura,541,3887,7.18,234637437,0.00023056849193251288
2014,Colombia,0,0,0.0,234637437,0.0
2014,Comores,0,0,0.0,234637437,0.0
2014,Congo,0,0,0.0,234637437,0.0
2014,Coreia do Sul,0,0,0.0,234637437,0.0
2014,Costa do Marfim,0,0,0.0,234637437,0.0
2014,Costa Rica,0,0,0.0,234637437,0.0
2014,Croacia,0,0,0.0,234637437,0.0
2014,Cuba,38875,43200,1.11,234637437,0.01656811483156458
2014,Curacao,0,0,0.0,234637437,0.0
2014,Dinamarca,3240,16871,5.21,234637437,0.0013808538149008166
2014,Dominica,0,0,0.0,234637437,0.0
2014,El Salvador,0,0,0.0,234637437,0.0
2014,Emirados Arabes Unidos,640,3381,5.28,234637437,0.0002727612473878156
2014,Equador,0,0,0.0,234637437,0.0
2014,Eslovaquia,0,0,0.0,234637437,0.0
2014,Espanha,0,0,0.0,234637437,0.0
2014,Estados Unidos,222267,494216,2.22,234637437,0.09472785027054315
2014,Estonia,0,0,0.0,234637437,0.0
2014,Filipinas,0,0,0.0,234637437,0.0
2014,Finlandia,12960,94962,7.33,234637437,0.005523415259603266
2014,Franca,33755,167807,4.97,234637437,0.014386024852462055
2014,Gana,0,0,0.0,234637437,0.0
2014,Gibraltar,0,0,0.0,234637437,0.0
2014,Grecia,0,0,0.0,234637437,0.0
2014,Guatemala,0,0,0.0,234637437,0.0
2014,Guiana,0,0,0.0,234637437,0.0
2014,Guiana Francesa,0,0,0.0,234637437,0.0
2014,Guine-Bissau,0,0,0.0,234637437,0.0
2014,Guine Equatorial,5646,11983,2.12,234637437,0.002406265629299386
2014,Haiti,0,0,0.0,234637437,0.0
2014,Honduras,0,0,0.0,234637437,0.0
2014,Hong Kong,18130,63534,3.5,234637437,0.0077268147111579635
2014,Hungria,0,0,0.0,234637437,0.0
2014,Ilha de Man,0,0,0.0,234637437,0.0
2014,Ilhas Virgens,0,0,0.0,234637437,0.0
2014,India,0,0,0.0,234637437,0.0
2014,Indonesia,0,0,0.0,234637437,0.0
2014,Ira,0,0,0.0,234637437,0.0
2014,Iraque,0,0,0.0,234637437,0.0
2014,Irlanda,0,0,0.0,234637437,0.0
2014,Italia,604,2492,4.13,234637437,0.000257418427222251
2014,Jamaica,0,0,0.0,234637437,0.0
2014,Japao,106426,401774,3.78,234637437,0.045357638303899474
2014,Jordania,0,0,0.0,234637437,0.0
2014,Letonia,0,0,0.0,234637437,0.0
2014,Libano,0,0,0.0,234637437,0.0
2014,Liberia,0,0,0.0,234637437,0.0
2014,Luxemburgo,8281,52400,6.33,234637437,0.003529274827528908
2014,Malasia,0,0,0.0,234637437,0.0
2014,Malta,0,0,0.0,234637437,0.0
2014,Ilhas Marshall,0,0,0.0,234637437,0.0
2014,Mauritania,0,0,0.0,234637437,0.0
2014,Mexico,1521,24336,16.0,234637437,0.0006482341519951055
